canonical_path,sha256,duplicate_source_paths,scene_id,view,physical_stack_ids,tray_counts_gt,annotation_status,split
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.56 (1).jpeg,c0f7fb5ec5fd816224f463e863f0db2c1ecf033441e6cb229c1b895c7e82f9bf,egg pic data/WhatsApp Image 2026-07-03 at 11.57.56 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.56.jpeg,65b0d1a861d5a8b7bf23a51cf665c57e28841f164d241f67f51b36faa471c4b7,egg pic data/WhatsApp Image 2026-07-03 at 11.57.56 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.57.jpeg,84ee0ad41415603ead66c179503943eca2c5292d716e0a6c3e03614680c3606d,egg pic data/WhatsApp Image 2026-07-03 at 11.57.57 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.58.jpeg,8fa03876c20d362cde94cee1b269e336815eac53c49bc96eeadd7c44187ca4eb,egg pic data/WhatsApp Image 2026-07-03 at 11.57.58 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.59.jpeg,f3da9b0911fa73460e6d25e969e854888e4b40377d8d70b07ed8d1ac42343ee4,egg pic data/WhatsApp Image 2026-07-03 at 11.57.59 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.00 (1).jpeg,f6ab7d54c2a36c747ca86e557de7bf0d033f7336d23a18ad37da7d809575cd04,egg pic data/WhatsApp Image 2026-07-03 at 11.58.00 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.00 (2).jpeg,3eef594bf505b0f40ab1fb9c015a5c45df8ab20912f4d37457633c7c02a2f645,egg pic data/WhatsApp Image 2026-07-03 at 11.58.00 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.00.jpeg,dc5f5274e2356215646d7f354b3ff3d91c614e6f8aae2ea06931a73584ef1270,egg pic data/WhatsApp Image 2026-07-03 at 11.58.00 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.02.jpeg,e8a2c35734ebe07438c7a1517039784f1f06d49ee60b656731eacac38bc290ed,egg pic data/WhatsApp Image 2026-07-03 at 11.58.02 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.03 (1).jpeg,93cdb2e21bde0b4f45252e79d47ac2d615a42d8d37f2bf4ff21020ff35b02940,egg pic data/WhatsApp Image 2026-07-03 at 11.58.03 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.03.jpeg,5448c99fcbc14c65dc9d7d2677ef9ed35562a4240eccbf0efce45f6c9731682c,egg pic data/WhatsApp Image 2026-07-03 at 11.58.03 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.05 (1).jpeg,fd9322c7542a5246096800e80cd1b637db2f732294d0abd0a64a43df8b79c21d,egg pic data/WhatsApp Image 2026-07-03 at 11.58.05 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.05.jpeg,8a2efc4b370fa8dcb92d732b624ad246ab5869e188d1f34b8da00b0b08855677,egg pic data/WhatsApp Image 2026-07-03 at 11.58.05 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.06 (1).jpeg,c5a044f7cd9795d10a41f3284604499b63de1c08907ca2fa07b85ff455c8488d,egg pic data/WhatsApp Image 2026-07-03 at 11.58.06 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.06.jpeg,1d8e2340f59563a59d2ceeb5e4f448f046e43ad510908092409a317aa4d233d0,egg pic data/WhatsApp Image 2026-07-03 at 11.58.06 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.07.jpeg,c24fc6ebb913dcf947945d972ec60ddc1537fd7d57384e0b32338e232c712885,egg pic data/WhatsApp Image 2026-07-03 at 11.58.07 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.08 (1).jpeg,603d87cb8fb65fc972ceac8b52b404d6ecebf57e998f7af15b7ed8c244f3e830,egg pic data/WhatsApp Image 2026-07-03 at 11.58.08 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.08 (2).jpeg,26edca8a75a9d380e018712054d1853b4843fc8f8ddef946b282469e52487e93,egg pic data/WhatsApp Image 2026-07-03 at 11.58.08 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.58.08.jpeg,ed4d43e8d96da5916234dfb5541df4517b0c1cfac00ce64d1b869b260a2b8128,egg pic data/WhatsApp Image 2026-07-03 at 11.58.08 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.17.jpeg,3a8b0ac26a41060e5808b6a38f9cfb24e7074ed98a76a2afc319c6303379ea76,egg pic data/WhatsApp Image 2026-07-03 at 11.58.17 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.18 (1).jpeg,0da66d5ec36ed76b48d469161de67fd63b57af4e14666db209282eea19c24507,egg pic data/WhatsApp Image 2026-07-03 at 11.58.18 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.18.jpeg,6c89939d78d3057b4674de0fd5ad5b5d86830e070e0bca0bbdb376f99384d2d0,egg pic data/WhatsApp Image 2026-07-03 at 11.58.18 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.19.jpeg,18d412ffab239180a7fc0111b9647fb7336ae7c1f37a5454a4858a582f11cbf5,egg pic data/WhatsApp Image 2026-07-03 at 11.58.19 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.20.jpeg,abe6a88caa676a38b8d7328e3160ff19a785ef7f6f30f8d3d423f662b77c112c,egg pic data/WhatsApp Image 2026-07-03 at 11.58.20 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.22 (1).jpeg,a2716eab9b66aa79ee0f534eeef1a0d02de1f4e194f34b0b3ab92c831e4970fb,egg pic data/WhatsApp Image 2026-07-03 at 11.58.22 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.22.jpeg,8bd9801e58bf45d01d80e5c167d4f80efe34761d891ebbf6cddea5a4e099abae,egg pic data/WhatsApp Image 2026-07-03 at 11.58.22 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.23 (1).jpeg,fbe0d59572aabedc2e11c6306971add5252e8394fcbb9e8403c5f77bb026be36,egg pic data/WhatsApp Image 2026-07-03 at 11.58.23 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.23 (2).jpeg,185176b841d0e5f87c5e7e9dd0479990adfd905530c8b785e37f40052f8ea10b,egg pic data/WhatsApp Image 2026-07-03 at 11.58.23 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.23.jpeg,40f7eac6c03400cd14db895137e269f32642a4582635e61e60471f984cc5d780,egg pic data/WhatsApp Image 2026-07-03 at 11.58.23 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.24.jpeg,3935cee9d77545bd8c418acc5be4b7a9b05da110a1328b2750c6e4112e0bc3a2,egg pic data/WhatsApp Image 2026-07-03 at 11.58.24 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.25 (1).jpeg,86fe9b5125cc22cd626d8383df71661799c3b5cd262c253b823e40cba8b727cc,egg pic data/WhatsApp Image 2026-07-03 at 11.58.25 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.25.jpeg,e3279480adb54737bd96464391cacef263dbf20290a1d0b9493e44f0490aad91,egg pic data/WhatsApp Image 2026-07-03 at 11.58.25 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.26.jpeg,4b062b366d4ee176d29cb64d8df164d075a6cece1ee12cf7dcfec9845d85b8d0,egg pic data/WhatsApp Image 2026-07-03 at 11.58.26 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.27 (1).jpeg,75654111337b358349342857596cb86f27a060012d0f590682b4fd98e3fc4638,egg pic data/WhatsApp Image 2026-07-03 at 11.58.27 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.27.jpeg,5a97b316e66f4e774e265433178a772355de35ea9d81341ec5dec480207f8302,egg pic data/WhatsApp Image 2026-07-03 at 11.58.27 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.28.jpeg,e18a96cf13b7b4bb5bb2be3e5445ba5c59570af3d03a0dc46c2ad0449137b650,egg pic data/WhatsApp Image 2026-07-03 at 11.58.28 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.30 (1).jpeg,0f9df9a3ce0703bb5137e2aab14c0b52599e9d7ff2b0a6503750123a93eea084,egg pic data/WhatsApp Image 2026-07-03 at 11.58.30 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.30 (2).jpeg,ccaabf3f6949b820cbf7d452f59eaff79f42fbc83bf49dbb3ce6e724fdf6b7c1,egg pic data/WhatsApp Image 2026-07-03 at 11.58.30 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.30.jpeg,ad0d90b9a62635f78bcc79eaaf09f6c984a73cd0f438304c2cb51665ab5e663e,egg pic data/WhatsApp Image 2026-07-03 at 11.58.30 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.31.jpeg,da28e44fec9b560b210395bcb0b5f6aa18e0a82caf3a601ea3f6ba04ec858c83,egg pic data/WhatsApp Image 2026-07-03 at 11.58.31 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.32 (1).jpeg,c4eaa52cb84add807c15dbd2a5ca0400a0c587e31cc2edde588ab4ccb0da9c36,egg pic data/WhatsApp Image 2026-07-03 at 11.58.32 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.32.jpeg,ab39a2d1ac6adae5d4d8d6ce80e9de58dfe3f1a700ea655ebc10615208332631,egg pic data/WhatsApp Image 2026-07-03 at 11.58.32 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.33.jpeg,d98c183ed0b8df21bf01cc670e2758329653dd7e7b1c6ef6f99d9b7be8e00854,egg pic data/WhatsApp Image 2026-07-03 at 11.58.33 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.34.jpeg,0bdb05b782275c4abcf59ed2b005dfe1eb2cba8bfb670526cb031c6d9678cef5,egg pic data/WhatsApp Image 2026-07-03 at 11.58.34 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.35.jpeg,5ff3596e41f9caed61e9fc41c46702f8f3dacd1745ee1c426de3a34a6eca049e,egg pic data/WhatsApp Image 2026-07-03 at 11.58.35 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.36 (1).jpeg,412f65844215ad7e6260eff27cfe9120a2076a1e6f4e4b921a33d46a47acfa93,egg pic data/WhatsApp Image 2026-07-03 at 11.58.36 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.36 (2).jpeg,7a5dc3fd83aa6b8603dd7268bb4cb61e7ccd54b942caf2f6225396c0c1dd8f07,egg pic data/WhatsApp Image 2026-07-03 at 11.58.36 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.36.jpeg,519781c713a5f8dc22a8a7407a067c8b0774d268d93e1941a4ea642a32dd51a8,egg pic data/WhatsApp Image 2026-07-03 at 11.58.36 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.37.jpeg,d95f511f72220ec9919a3cbbde1ff99b301a61d08712c94c544dd6fafaf8ce30,egg pic data/WhatsApp Image 2026-07-03 at 11.58.37 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.38.jpeg,fee3afe394a42dc88c2e163fb065f3cf43755a0cceb9a204cd0ad9fa61ae2c2b,egg pic data/WhatsApp Image 2026-07-03 at 11.58.38 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.39.jpeg,bb2b695f926199caecaa67e3ca7ba6fabc0073237c14f1dd21c3a1dd24ca3604,egg pic data/WhatsApp Image 2026-07-03 at 11.58.39 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.40 (1).jpeg,39082e85ee5a685ec737892fd9a7c1acb68bccd2c3591e553835f0ea651aff86,egg pic data/WhatsApp Image 2026-07-03 at 11.58.40 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.40.jpeg,407de3629bade11630bf42deecc6fa68243b31456f2499e0d12c880f7b02ba1f,egg pic data/WhatsApp Image 2026-07-03 at 11.58.40 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.42 (1).jpeg,8a669914fb136b441dd02460fdd3651e0f87085dfbe492ce0a2be7ee9409393f,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.42 (2).jpeg,3b3ed50fdc6b4236e46729ec8ceeb44332150c0e87b2ad54f47a7b62cac782cf,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.42.jpeg,b3d6f050f741f47ac159aca9f0a02f0b3600264021ff917817ff10f092a898b8,egg pic data/WhatsApp Image 2026-07-03 at 11.58.42 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.43 (1).jpeg,417a5fa78526bbc8893041af0a17ebd21ff22140377998b8bad46e5386d1923c,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.43.jpeg,74c1c55c022a4b7dd1f628da6785c9ac92d1ca526290d3d9758e410a9d3c9c11,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.45 (1).jpeg,98d66ec21cca75d245ddab177191290b71f979b8181f3fbae71338870649099d,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.45.jpeg,1f4e07b914f69cf7734aeb0d490e82b27d2f86fb604bc3f646693d98112c2e19,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.46 (1).jpeg,e0193317a4cb93c27285a69dfca9abee9c1798c6553761981ad9f9703cf0b225,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.46.jpeg,901425cb41c439bcfb8e8ffa56491782dd9ea694f1534aa6df0227107b06810a,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.47.jpeg,500876b7c08d0114b75ab9038c8107773672345686efe65e878aa5be7c8c67c6,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.48 (1).jpeg,7c6ac92134e0b6fe1355c2ccb7195ce86d92c2e520f69d474165690f9ac64fcb,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.48.jpeg,c6a2a33ab3b068273ff07f00facac3c81a69dcd0df4e5b3b01b2403263938238,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.49.jpeg,3f38e0cfac079a0361ba7193a48825ce88733c8f5da8a186e054b03416ab10ce,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.50.jpeg,15d42fecf60ccee69cc741e84307e2e0d1dd8799fac93f6fddc7cfef3c532507,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.51 (1).jpeg,c98ea52e3ee72a8105b5b19398d711d78461f409ca162ec97b5ddd3ebf697952,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.51.jpeg,f7fc1e91becd719468343c53403edebacd2c20d99fe86d3addbcf7fea5ccdc76,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.52 (1).jpeg,b8cb83f117257a6a6e9f705a9b4607f7723c85897eb37828f5d197105caaab3d,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.52.jpeg,4aadc3c28fc6aab417b08ed06dc275759ea62ff1858621413729fc70dbd5f2a9,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.53.jpeg,0ba4adb3a3de21cc8870bb2f1ddcb7bfa179608a2b2cc7c6ba18efbb49422f9b,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.54 (1).jpeg,6a75e899d01c3fd1f21116241468efd052e02ad5b52aae870c617897dacc10af,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.54.jpeg,fd6b5e09af9f3e10245c839120b8d3062e9c3ae57e81e40706849fa6505651e9,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.55 (1).jpeg,e0134cf3b35e0183d48f7326941207e93581740a1ed97c22c182317f7dc5ebd8,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.55.jpeg,6230e5bfdf3c5cd5e6ec040ccffca51c74b714d34d7085f8147ee1e8c4875329,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.56 (1).jpeg,32766c4e23b881d53bb786447f36f82fd182d108b6f93940a1d0b6607ab0d854,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.56.jpeg,7f9606cf1562e98bea57ba7280f4c9f77b671eedc9311bee656859b0d0d2d70c,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.57 (1).jpeg,abee9dad45b6409290e6dc97a5806832ae4d85f3e2d727cd7b2364a3b782125f,egg pic data/WhatsApp Image 2026-07-03 at 12.00.35 PM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.57 (2).jpeg,ab6325bad657f3b3a324cc6b49aae4bd11c6790a897bc54edc5b2d5dad1bacdc,egg pic data/WhatsApp Image 2026-07-03 at 12.00.36 PM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.57.jpeg,3cdb757cd1468953b3d3b7f844ed5d36090a72191eab6ccbf59040bdf6dbec77,,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.58 (1).jpeg,a1e619c5fedcad77c2fa68336e9bd3e8854721ebc02cb72b49bcd04072ed403f,egg pic data/WhatsApp Image 2026-07-03 at 12.00.35 PM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.58.jpeg,e353cef31218086fba6b7806abf0d5532418c885a26181fc543cccab1596eacc,egg pic data/WhatsApp Image 2026-07-03 at 12.00.36 PM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.59 (1).jpeg,43409f4aee1d3653f12960fd6b85f93bf6b06a3a10100760194cf9a45949defc,egg pic data/WhatsApp Image 2026-07-03 at 11.58.59 AM (3).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.39 PM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.59 (2).jpeg,e4fe475de2587a3293d9c214e852d8d05025ee213e0a7600053f41d24990e68a,egg pic data/WhatsApp Image 2026-07-03 at 11.58.59 AM (2).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.34 PM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.59.jpeg,ec8c4f5ba4880d76ea5d90eef84b591422265147aed551ee408716079bea7bbc,egg pic data/WhatsApp Image 2026-07-03 at 11.58.59 AM (4).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.34 PM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.59.00 (1).jpeg,233ba7a3f4e6429f1bfada84434e5b75b8b04cc755b5edebe9b7cc14a07a9df3,egg pic data/WhatsApp Image 2026-07-03 at 11.59.00 AM (1).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.39 PM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.59.00 (2).jpeg,efd48e5a4e09e3f207a4ea362784731339d022019aaaf769876c78ee257c1867,egg pic data/WhatsApp Image 2026-07-03 at 11.59.00 AM (2).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.38 PM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.59.00.jpeg,12be1ee147e868b1bbb19b2ca355097fc479d478f423c70a8d3932c8f70ea7b9,egg pic data/WhatsApp Image 2026-07-03 at 11.59.00 AM (3).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.36 PM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.59.01.jpeg,ac61c8adecb352729427721f8794cb5f0092c5b2bce051a6516abd5ec9867cea,egg pic data/WhatsApp Image 2026-07-03 at 11.59.01 AM (2).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 12.00.38 PM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.46/WhatsApp Image 2026-07-03 at 11.58.59 (1).jpeg,03fc9a25e6142caae94f9177b2f95ca9530c8295b4b0b91517050f579ce7b9dc,egg pic data/WhatsApp Image 2026-07-03 at 11.58.59 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.46/WhatsApp Image 2026-07-03 at 11.58.59.jpeg,ce396f4d42ddfa47589da6752870ea01b9b48c89c42089fd61e066e72d443393,egg pic data/WhatsApp Image 2026-07-03 at 11.58.59 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.46/WhatsApp Image 2026-07-03 at 11.59.00.jpeg,59ec5a0695ca3321058ce40b05e43abe9f06fd0a9e596bc17f39e5cb4cf70b70,egg pic data/WhatsApp Image 2026-07-03 at 11.59.00 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.46/WhatsApp Image 2026-07-03 at 11.59.01 (1).jpeg,04ffe40c159cfc3abec971e0ea7bcadf790aedee5cc59d9da163833b8447ef40,egg pic data/WhatsApp Image 2026-07-03 at 11.59.01 AM (1).jpeg,,,,,needs_stack_face_polygons,
